normal_outliers,pareto_outliers
54.96714153011233,31.890168348345856
48.61735698828815,31.125071565970394
56.47688538100692,42.033156748620755
65.23029856408026,45.14121534059102
47.658466252766644,30.32268050148314
47.6586304305082,75.0830924657447
65.79212815507391,30.538480482376126
57.67434729152909,38.89948498308454
45.30525614065048,45.27450405643152
55.42560043585965,59.36858607266184
45.365823071875376,45.53827613037546
45.34270246429743,51.44788426074589
52.41962271566034,34.44710519343823
30.86719755342202,52.63329502599899
32.75082167486967,30.84679530074701
44.37712470759027,63.553420583216386
39.87168879665576,39.07910568191029
53.142473325952736,52.86967474317278
40.91975924478789,36.66726416157316
35.87696298664709,42.312267206984195
64.65648768921554,38.487364257307775
47.74223699513465,46.50733273209863
50.67528204687924,30.86374975966645
35.75251813786544,30.62900366081121
44.556172754748175,32.976870908562454
51.10922589709866,31.789452228405167
38.490064225776976,59.49402579257231
53.75698018345672,32.57946236542427
43.99361310081195,103.81027816982508
47.083062502067236,34.40281605545325
43.98293387770603,32.079261098859625
68.52278184508938,50.447595310671296
49.86502775262066,42.92850754472494
39.422890710440996,37.752275470272295
58.225449121031886,39.30546160541173
37.791563500289776,45.81311306353832
52.08863595004755,32.70901398305807
30.403298761202244,194.56010251374056
36.71813951101569,102.3171572851398
51.96861235869123,42.58271465695392
57.38466579995411,32.31036170112447
51.7136828118997,43.870698923798784
48.843517176117594,30.758811486382754
46.98896304410711,30.31294211524988
35.214780096325725,33.132796833268635
42.801557916052914,36.90015736309721
45.393612290402125,58.960674634675755
60.57122226218915,46.25479069867245
53.43618289568462,47.167732087073894
32.36959844637266,36.08745295909291
53.24083969394795,34.560574229174264
46.149177195836835,35.01439508855167
43.23077999694041,129.78579302933682
56.11676288840868,30.412163058752675
60.30999522495951,58.77667224040019
59.31280119116199,40.0174107747202
41.607824767773614,36.36646560208518
46.907876241487855,46.14727460959951
53.31263431403564,37.467559660479914
59.75545127122359,59.749819033843224
45.2082576215471,64.78496413858669
48.14341023336183,36.00880944935676
38.93665025993972,33.42263451966326
38.037933759193294,40.4599699477875
58.125258223941984,67.53973073291577
63.56240028570823,32.46137803931726
49.27989878419666,41.526752892898116
60.03532897892024,41.84713692189766
53.61636025047634,46.59565920587959
43.54880245394876,31.44434815927202
53.61395605508414,45.63092583137914
65.38036566465969,66.70512481369673
49.64173960890049,32.04749117790295
65.64643655814007,32.83846622085967
23.802548959102555,98.09369185400838
58.21902504375224,32.064357872089225
50.870470682381715,57.0233388523341
47.009926495341325,37.6050254047547
50.91760776535502,32.97873758918929
30.124310853991073,59.33500184690095
47.80328112162488,36.51207971195873
53.57112571511746,38.17855630398141
64.77894044741517,34.79802740425587
44.81729781726352,40.47985714274169
41.91506397106812,31.839780938110096
44.982429564154636,35.3944260118615
59.15402117702074,95.92660766558554
53.287511096596845,33.13950278680346
44.70239796232961,42.84618072650136
55.13267433113356,34.20272946464675
50.9707754934804,49.21317039174345
59.68644990532889,31.435976167170473
42.979469061226474,96.3577216323435
46.723378534022316,36.70015661109596
46.078918468678424,32.817061992103326
35.364850518678814,30.77317254582928
52.96120277064576,31.91927401281999
52.610552721798896,38.30945873815848
50.05113456642461,34.40467334704328
47.65412866624853,54.036910618495995
35.84629257949586,36.20110989908223
45.79354677234641,33.00042567593707
46.572854834732304,41.3151951601332
41.97722730778381,45.15668137528224
48.387142883339905,31.884543552174435
54.040508568145384,31.89191316029094
68.8618590121053,30.375943340787963
51.74577812831839,46.78865482464696
52.57550390722764,43.14435372513871
49.25554084233833,37.17917421338489
30.812287847009586,55.74911552661205
49.73486124550783,51.79343939916754
50.60230209941027,40.23112914773293
74.63242112485287,58.960491883167265
48.076390352188774,32.395558555639646
53.015473423336125,31.21072301433135
49.65288230294757,33.31429720162532
38.31321962380468,30.593607561176086
61.42822814515021,38.61736564997183
57.519330326867745,75.23810239814556
57.910319470430466,30.404081333691757
40.906125452052606,31.331020435524792
64.02794310936099,36.66460314814535
35.98148937207719,74.1878408120448
55.868570938002705,34.05144895204165
71.90455625809979,37.98171588154362
40.09463674869312,30.42763655575986
44.33702270397228,31.64946565283782
50.99651365087641,126.3995274494936
44.96524345883801,91.81712413071402
34.493365689338674,30.049563126425763
50.68562974806027,82.44056816740482
39.37696286273895,42.13732466446355
54.73592430635182,58.9079214044339
40.80575765766197,36.72146536313437
65.4993440501754,38.19900257086935
42.16746707663763,37.520691275864245
46.77938483794324,43.27603975012157
58.135172173696695,31.542521772077727
37.69135683566045,30.305868550682316
52.27459934604129,33.91599541766582
63.07142754282428,45.04957263316383
33.92516765438772,32.341516102139764
51.84633858532304,43.564249632282504
52.598827942484235,96.4547685145833
57.8182287177731,31.00244832428945
37.63049289121918,43.52739063170984
36.795433869157236,36.47802392128588
55.21941565616898,58.94125416324785
52.96984673233186,32.0145690290598
52.504928503458764,44.45277281061453
53.46448209496975,55.045181814247414
43.19975278421509,78.7024939401172
52.322536971610035,44.00967341036742
52.93072473298681,37.726707014845175
42.85648581973632,41.34048695742873
68.65774511144757,59.05534281847763
54.73832920911788,39.76526313685311
38.08696502797351,30.310175692537726
56.5655360863383,73.12467668168571
40.253183297726785,44.30436597783143
57.87084603742452,43.70211779062448
61.58595579007404,32.530389511658484
41.7931768164829,42.935960413469516
59.63376129244322,35.44851055165868
54.12780926936498,42.61960790721251
58.2206015999449,31.148572096675707
68.96792982653947,42.89240716680457
47.54611883997129,358.4437288280389
42.4626383564251,30.498221831082994
41.10485570374477,105.75781887191499
41.841897150345616,35.70649514768486
49.228982905858956,59.33554494801641
53.41151974816644,49.87604034168257
52.766907993300194,39.6549487169601
58.27183249036024,46.9104114622057
50.13001891877907,60.57327254349148
64.53534077157317,35.65112635642121
47.35343166762044,34.233925403705214
77.20169166589619,43.30765838514118
56.25667347765006,51.98819443200928
41.42842443583717,48.42866245550942
39.29107501938888,51.11369884687618
54.824724152431855,36.30122717752569
47.76537214674149,52.92152118313237
57.14000494092092,31.30843977416943
54.73237624573545,38.990158096286706
49.271710873431275,30.05780868110836
41.532062819315954,34.192527019026144
34.851527753141355,34.92986646472155
45.53485047932979,35.49362347972857
58.56398794323472,44.590591432297174
52.14093744130204,35.34566765956098
37.542612212880115,36.5867289204208
51.73180925851182,32.83847779143854
53.85317379728837,35.05555826186788
41.16142563798867,32.692283806563125
51.53725105945528,30.769842716880273
50.58208718446,40.83395286619714
38.57029702169377,43.334591963874445
53.577873603482836,41.399906610552215
55.60784526368234,36.92011729625034
60.830512431752766,35.178232505490705
60.53802052034903,58.24170170478567
36.22330632042909,38.29107090102197
40.62174960084877,37.28715306602525
55.1503526720866,30.260893428067654
55.13785950912209,34.47841038234119
55.150476863060476,35.18598453264488
88.52731490654722,35.545700966635394
55.70890510693167,40.06491712111436
61.35565640180599,38.684399940149824
59.54001763493203,40.98807487761451
56.51391251305798,48.60639425368076
46.84730755359654,52.460168277181495
57.589692204932675,45.754598314284195
42.27174785462428,84.67301506850494
47.63181393259991,30.184573919838012
45.14636452170897,32.25986921400755
50.81874139386323,30.076012320841844
73.14658566673509,42.467610965743916
31.32734807408252,64.2142223665786
56.86260190374514,32.92417410183754
33.87284128810349,71.79300900797715
45.280681342105666,30.62808348359412
60.889505969673664,74.39884042227877
50.64280019095463,34.661337571737086
39.22255222070694,31.088693565194276
42.84696290740032,37.44818451789223
56.79597748934676,33.11932347033831
42.69633368282864,33.54750114731558
52.16458589581975,33.90554749942575
50.45571839903814,51.5606295641433
43.483996523941826,38.83931840094804
71.43944089325325,33.97135309985987
56.33919022318011,41.07305465425908
29.74857413342393,45.64837258386132
51.86454314769428,33.35812249335354
43.38213535231612,35.84077313239666
58.52433334796224,31.32835824256915
42.07479261567299,32.066607938736325
48.85263558533101,43.91145760042116
55.049872789804574,32.07038126491044
58.657551941701215,38.45385233010605
37.997035929442234,45.2737645091593
46.654987641590516,31.151872096561707
45.25054688839044,39.66398799074888
43.46670767426288,33.11614855042214
67.65454240281096,89.9707879159443
54.049817109609556,37.39187764016203
37.391160456649544,51.82211321121135
59.17861947054776,39.15524811781653
71.22156197012633,30.447129835032854
60.32465260551147,41.907551727729405
34.80630034045987,82.20895368214649
45.15765927133749,40.77110103925121
62.669111491866225,53.053355775293156
42.92330534381219,61.54977672263259
54.43819428146229,32.703716861758906
57.74634053429337,32.48035396124051
40.730695284219166,41.09581959171074
49.404746439382,35.789570558202286
17.58732659930927,55.244514057172665
39.756123586657104,64.6380232541493
47.4743184860684,34.69344882533739
37.52216818035151,32.82881338169066
66.32411303931636,49.734746500783785
35.69858622039367,33.391546057946854
45.599555133030165,53.39268172192323
51.30740577286091,36.05077934392114
64.41273289066116,43.30577001078173
35.6413784882056,31.02111352458077
61.63163752154959,41.559580458887645
50.10233061019587,36.65498471392251
40.18491348952049,40.271770904978766
54.62103474263271,31.896959336304313
51.9905969557347,46.816598861959065
43.99783122841205,58.16567879711404
50.69802084990019,32.54512183354157
46.1468640313824,31.02316299151043
51.13517345251248,30.240180946460516
56.62130674521047,42.248898298104066
65.86016816145352,40.959852218178945
37.62184501173151,39.053370544613685
71.33033374656267,32.75851525187367
30.479122004774982,35.39102546345882
48.482149049644164,40.530552165636614
55.883172064845766,37.716510893937425
52.809918677350325,130.26555566461838
43.77300480179406,31.503371941586984
47.918777496427246,44.574854628670906
45.06999065341167,35.654685968259756
44.106352430557884,36.14429627913933
58.496020970210246,45.726210563676005
53.57015485965047,44.44362683701671
43.070904047393455,145.61890717216906
58.995998754332504,31.406140246263796
53.072995208766095,31.119764496105972
58.1286211883896,46.09594431043409
56.29628841923612,40.00828129863237
41.710049890779274,33.38164659518044
44.39818959803031,30.83902533004056
57.472936051232615,30.909008295536278
56.10370265433465,63.42788254139175
49.79098406035852,32.207748458156935
51.17327383308782,34.17206096365337
62.77664895788425,32.68364037463951
44.0842861116417,34.72166324843658
55.470973811700375,30.728211333440754
47.97807347566106,38.29048718648094
47.8231879677278,30.70830063757135
60.9877685198719,51.329795663018324
58.2541634898803,32.783646789065145
58.135096360006386,38.86324500101248
63.05478807154329,60.835387677503974
50.21003841632759,42.60513255227114
56.81952971294964,38.66659023880734
46.89733243406544,34.18827432059031
53.24166352488442,34.3357384392536
48.698569456323156,43.39020677012006
50.96995964992718,166.39474375841849
55.95157025436914,43.06060853027307
41.81779316766527,39.37702608641188
70.9238727568546,46.453224878414
39.93982618500298,36.95946202214395
37.85811387212268,30.626725071891258
61.581108735000676,39.511909588948605
57.91662693962936,86.05028695741277
56.24119817052155,31.990653093637224
56.2834550926428,44.32713278671453
49.87753227153085,32.329102461790484
41.02745628514168,38.74611619966912
50.75804558193726,31.034170643038287
43.22838288487888,36.623908601280576
59.75119733417751,48.019936471976635
48.52942618497861,34.589446998233214
41.745028032074885,43.19182059685181
46.78614158347007,50.91605329004158
54.12931454275624,71.84006144020069
44.36275447196025,32.796920077358436
41.77779604433569,35.555425452425794
52.436872114919126,31.700078697029518
52.44966571108723,153.1496736478142
44.9305682462887,71.78199993797469
45.289616943816775,38.8617022599157
52.32049937357636,55.496560490221555
35.51915658502676,38.3409954143059
35.92536225623445,41.54950735431858
42.81555778747564,30.948164999370327
47.86552848288153,47.96146423578408
53.10907565598005,31.39796745453505
64.75356216949552,53.743727362968805
58.576596232020194,49.84876577549993
48.40061470036573,45.258133719204174
49.80983792097311,30.370573754093474
39.97470635362191,33.837919815632446
49.8148686400761,33.21397633848668
47.11341361079862,34.81438983559647
53.227185603380896,30.931402454368822
41.727690564476774,75.3779266353201
55.193465142411725,39.259562871185764
65.32738913002578,33.87678897847246
48.91239851543143,35.50948552570992
54.01711722098941,36.553803696193484
56.90143991711113,40.73645010924649
45.987795281141636,38.20119504450007
52.24092481810417,69.44833284736609
50.12592400781795,37.72142439207519
50.97676098548832,151.00080029718453
42.26990216144534,56.64209402249754
50.245101742589426,32.43193578142757
54.979982912454496,73.0003231992157
64.51143607795042,31.262990156962807
59.59270826085207,52.88433867116601
71.53182457511556,35.1940812168752
42.326524371119504,60.48358289325876
58.723206367206785,58.92851041757102
51.83342005738352,51.81613571840782
71.89802933217672,50.47416457759015
41.91701714644849,33.86305752067934
41.602781578192236,30.855792354932312
44.00607354555978,35.62801868118919
28.76104275690193,31.96769056143086
44.74244978319239,44.56542935934048
42.40867338446302,34.563476212611384
51.50393786476208,103.44714601038496
53.41755975777159,42.209659227936484
68.76170839215887,53.37926849380652
59.5042383818605,31.455906909867437
44.23096344337597,58.05550657245284
41.01585328651642,70.44257680616299
54.919191715065054,37.477125561940824
36.797667929793576,40.9306661179565
68.31458765854353,48.601333061185244
61.79440120721287,31.984651629110772
45.30824347895295,37.86251469245502
32.868654709091224,35.54255295922797
63.538723741654124,31.625109790475353
48.85460154747382,34.94960648156899
62.378163119734616,30.714448198134946
34.05572341205633,30.26265189959794
44.00624977046227,31.487901492103024
50.05243699718183,90.12357898473934
50.46980593764742,39.13504291512777
45.49934528520756,92.44279236653209
56.228499323474985,36.23531921135551
39.32379570617405,33.97971711298617
48.576205149787064,37.95367637228258
51.20295631711899,36.38583965682299
55.14438834058749,31.137790657671268
57.1161487808889,42.20394850474234
38.75357908162131,32.53541003190494
34.65885829264378,41.403447204087385
62.77676821898509,42.577658248351234
53.323140119795916,31.695203665672466
42.51513463443446,30.63985006168669
65.51151975522524,49.75259117013681
51.156746342928585,36.83577755421302
61.792971840638266,30.605263838488938
50.67518481410109,173.90480304766683
70.60747924881987,30.601113855537985
67.55340842443204,44.56952752501506
47.51035851520926,118.26920301483636
59.71570950954356,32.86199821290638
56.45375949585147,31.574336947858722
63.68631557532349,31.322400640987908
40.35076539419896,33.840296064223494
56.86051459998439,31.084369865505145
60.58424486849588,44.430397858675796
32.41260513576886,30.650108517940616
38.16741487334225,38.038081366446235
29.607678222398995,201.43982010733083
47.305931655554424,52.552551008728436
57.17542255795962,41.2461623234131
65.02357052096028,33.88865596299536
50.74094780419775,41.560925262136784
66.28615545571292,38.50468415623383
36.198985417851084,36.09981601425161
32.96617560644845,31.434007773465687
49.44452301103381,61.98057740257867
53.840654489393074,36.610895654870745
49.67305251905907,32.24443410157059
29.325578999601234,34.953750596373695
49.10879960487212,35.85260971769627
36.95530499495147,53.896019853528074
56.69672548830039,46.62487308620479
53.66598246096848,48.91497028298042
40.60120213672645,30.11113092801828
44.861330826633065,35.89399664518165
39.40786478111048,37.33889788489073
49.37320902726828,30.19441564356398
59.551423205012384,33.16455271855341
40.14273953664456,48.29391691317252
55.040465155178445,31.51152296775466
44.69742381627559,38.731726230325684
42.07127167737656,32.52384893750039
48.929696400454425,30.122196495144856
39.64757677580626,32.89115255413781
44.46350694652818,103.8224666863329
38.021221074111516,51.43137703247032
69.6472513291639,87.41322308174732
50.35263551971729,37.496437296355545
43.00274492007414,31.18518679088615
52.13979910734222,39.08968184222839
48.8767195030917,36.71333077043335
47.79030400466777,55.77138982768876
56.14166700043425,31.05029017327926
57.57507710047305,37.505888983443484
44.69498852389472,31.670620179125745
44.2418175935532,34.194047526928074
47.24948302848356,46.845299571638016
26.98078835264415,37.21195619603344
34.84808937801448,35.104851740201354
63.66874267444525,35.4604466003174
66.44967713501283,36.827742568595774
47.50963960443622,50.078684023487405
55.765569630557664,63.012527370198725
53.112501545435364,84.55340974408115
80.78880808455239,50.226055461659854
61.195749114345766,34.039022606208576
48.72082408519233,44.23834852250456
40.44459559399574,36.34463303294865
33.93553679742428,33.0881009028652
52.03463635867223,55.36117986793744
42.436492547156966,30.394411336902277
35.77746290402326,65.01717154846884
43.534271157574736,36.873975329841414
39.18451996385605,42.062919983627154
66.87141635072564,42.95563305301322
58.816397569494505,63.61417657831417
49.92027358683383,42.04238792530502
64.79944138890026,41.200319164327205
50.77368307647618,30.697762890532974
41.38715798671736,38.273205739968255
65.23124077269657,31.67211496251211
55.38910043684659,46.849860044827956
39.62753845673544,38.110720700636634
48.09661321916392,43.8706777400493
41.24381746615243,30.428695318148556
36.172002690356635,30.899253546837805
59.26177547531641,45.657634898588846
69.0941664047013,30.757550993563132
36.01432426180859,30.74841220424828
55.62969236690571,30.122071485889247
43.49357430878173,85.30270882166005
45.12874616235304,46.854297309507274
44.07606075761131,34.69040931868861
41.36009230320184,33.73187970155105
50.48521627944827,34.627201090384794
41.69049883588962,49.29894994701904
52.704568257798385,43.04073764096783
49.49761890550863,32.11959992498773
47.6105195313359,31.975234314157007
40.92436337958402,31.053883677149607
44.23228669431667,42.99558854010244
57.55391225825756,48.5712591957939
55.009171876243805,33.2430824280395
40.22444755201449,30.212422709970543
50.99332305429226,30.869820305236335
57.51387123371789,94.35670954191274
33.305947188786284,33.71446262910663
55.43360192379935,48.90919404543394
43.37376241054153,41.58924291930605
55.70598668593159,35.219048974360554
42.367408434574834,32.393465530941405
31.95117899335481,31.3224182132051
33.72457562116837,41.238787507108256
50.48084946661382,49.29750975854416
52.59722501721482,42.32519743942663
40.956833748955916,38.5935793373468
56.38592458777374,30.431641647118024
33.3847993773104,94.98014707275263
49.33920201352684,51.18981217437796
37.889838002375434,33.67273157950474
43.48163892197841,110.46634516239334
50.47398671316414,40.78030794476737
41.39586634716048,40.13675704548776
46.154444557701744,47.500310968788064
60.0629280921444,52.34696146525408
44.23108130476851,42.83544919138987
58.35692112065142,31.40255531271617
